"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)";"Reisduur per rit (Minuten)"
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2022*";0,02;8,77;26,01
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2023*";0,03;8,63;25,96
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"1999*";0,03;9,09;25,27
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2000*";0,03;9;25,18
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2001*";0,03;9,07;24,96
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2002*";0,02;9,26;25,02
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2003*";0,02;8,61;24,92
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2004*";0,02;8,65;24,97
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2005*";0,02;8,57;24,95
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2006*";0,02;8,03;24,72
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2007*";0,02;8,22;24,7
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2008*";0,02;7,79;24,62
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2009*";0,02;7,42;24,4
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2010*";0,02;7,52;24,56
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2011*";0,02;7,57;24,58
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2012*";0,02;7,46;24,34
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2013*";0,02;7,22;24,29
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2014*";0,02;7,23;24,23
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2015*";0,02;7,02;24,03
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2016*";0,02;6,98;23,99
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2017*";0,01;6,88;23,8
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2018*";0,01;6,71;23,9
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2019*";0,01;6,56;23,8
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2020*";0,01;5,88;22,35
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2021*";0,01;6,57;24,47
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2022*";0,01;6,81;24,67
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2023*";0,01;6,64;24,85
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,03;13,55;27,43
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,03;13,78;27,58
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,03;13,61;27,41
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,03;13,45;27,6
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,03;13,36;27,76
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,03;13,61;27,82
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,03;12,84;27,81
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,03;11,75;27,69
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,03;11,96;27,76
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,03;11,94;27,83
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,03;11,87;27,81
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,03;11,41;27,64
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,03;11,21;27,65
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,03;11,29;27,77
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,03;10,94;27,5
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,03;11,22;27,63
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,03;10,86;27,46
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,03;10,6;27,32
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,03;10,29;27,17
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,03;10,4;27,13
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,03;10,02;26,89
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,01;9,98;26,77
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021*";0,02;9,89;28,04
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022*";0,02;9,98;28,21
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023*";0,02;9,59;28,06
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"1999*";0,04;12,48;31,66
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2000*";0,03;12,75;31,55
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2001*";0,03;12,42;31,08
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2002*";0,03;12,18;31,06
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2003*";0,03;11,92;31,01
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2004*";0,03;11,55;31
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2005*";0,03;10,93;30,84
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2006*";0,03;10,82;30,48
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2007*";0,03;10,18;30,4
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2008*";0,03;10,35;30,1
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2009*";0,03;10,82;30,18
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2010*";0,03;10,19;29,96
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2011*";0,03;10,16;29,94
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2012*";0,03;9,44;29,6
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2013*";0,03;9,6;29,47
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2014*";0,03;9,48;29,47
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2015*";0,03;9,38;29,2
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2016*";0,03;9,13;28,93
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2017*";0,03;9,29;28,61
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2018*";0,03;8,5;28,57
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2019*";0,03;8,59;28,53
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2020*";0,01;8,39;29,5
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2021*";0,02;9,15;32,77
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2022*";0,02;8,87;30,58
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Vrije tijd";"Waarde";"2023*";0,03;8,65;29,31
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"1999*";0,02;12,16;26,73
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2000*";0,02;12,17;26,78
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2001*";0,02;11,92;26,53
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2002*";0,02;10,96;26,41
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2003*";0,02;10,66;26,43
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2004*";0,02;9,72;26,11
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2005*";0,02;9,55;26,1
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2006*";0,02;8,83;25,87
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2007*";0,01;8,57;25,77
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2008*";0,01;8,78;25,7
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2009*";0,01;8,56;25,64
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2010*";0,01;8,39;25,69
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2011*";0,01;7,96;25,52
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2012*";0,01;8,07;25,56
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2013*";0,01;7,9;25,43
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2014*";0,01;7,73;25,29
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2015*";0,01;7,38;25,16
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2016*";0,01;7,43;25,06
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2017*";0,01;7,6;25,16
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2018*";0,01;7,26;24,9
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2019*";0,01;7,44;25,18
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2020*";0,01;6,64;24,41
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2021*";0,01;7,74;26,44
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2022*";0,01;7,4;26,1
"Totaal mannen en vrouwen";"Totaal";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2023*";0,01;7,19;25,74
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"1999*";0,87;3,18;19,02
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2000*";0,86;3,2;19
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2001*";0,85;3,2;18,87
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2002*";0,85;3,2;18,77
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2003*";0,87;3,26;19,09
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2004*";0,87;3,28;19,09
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2005*";0,85;3,33;19,31
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2006*";0,86;3,33;19,1
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2007*";0,85;3,37;19,29
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2008*";0,85;3,33;18,92
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2009*";0,86;3,4;19,28
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2010*";0,83;3,4;19,25
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2011*";0,85;3,45;19,47
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2012*";0,86;3,47;19,56
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2013*";0,83;3,51;19,63
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2014*";0,87;3,55;19,94
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2015*";0,84;3,58;19,98
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2016*";0,82;3,58;19,92
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2017*";0,81;3,61;19,94
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2018*";0,85;3,65;20,09
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2019*";0,82;3,67;20,21
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2020*";0,65;3,95;22,34
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2021*";0,67;3,99;22,86
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2022*";0,78;3,82;21,42
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Totaal";"Waarde";"2023*";0,78;3,75;20,82
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"1999*";0,15;3,5;17,29
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2000*";0,15;3,52;17,22
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2001*";0,14;3,55;17,28
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2002*";0,15;3,55;17,17
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2003*";0,15;3,58;17,28
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2004*";0,16;3,6;17,32
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2005*";0,15;3,67;17,67
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2006*";0,15;3,69;17,65
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2007*";0,15;3,71;17,72
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2008*";0,16;3,69;17,45
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2009*";0,16;3,74;17,62
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2010*";0,15;3,77;17,76
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2011*";0,16;3,81;17,77
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2012*";0,16;3,82;17,66
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2013*";0,16;3,85;17,66
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2014*";0,16;3,89;17,85
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2015*";0,16;3,92;17,86
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2016*";0,16;3,94;17,91
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2017*";0,16;3,98;18,09
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2018*";0,17;4;18,02
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2019*";0,16;4,04;18,03
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2020*";0,11;4,02;18,14
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2021*";0,11;4,06;18,4
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2022*";0,13;4,17;18,59
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Van en naar het werk";"Waarde";"2023*";0,14;4,22;18,61
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"1999*";0,2;1,84;12,41
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2000*";0,2;1,86;12,37
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2001*";0,19;1,87;12,22
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2002*";0,19;1,87;12,18
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2003*";0,2;1,89;12,2
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2004*";0,19;1,89;12,25
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2005*";0,19;1,91;12,22
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2006*";0,19;1,92;12,07
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2007*";0,18;1,94;12,08
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2008*";0,18;1,93;12,03
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2009*";0,18;1,96;11,99
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2010*";0,18;1,98;12,13
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2011*";0,17;1,99;12,1
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2012*";0,18;1,99;12,02
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2013*";0,17;2;11,99
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2014*";0,18;2,02;12
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2015*";0,18;2,02;11,95
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2016*";0,17;2,02;11,85
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2017*";0,17;2,05;11,86
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2018*";0,17;2,05;11,93
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2019*";0,16;2,06;11,91
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2020*";0,16;1,99;11,48
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2021*";0,15;2,02;11,84
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2022*";0,17;2,06;11,84
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2023*";0,17;2,09;12
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,12;2,81;15,61
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,12;2,84;15,63
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,12;2,85;15,49
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,12;2,87;15,52
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,12;2,9;15,66
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,13;2,91;15,58
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,13;2,96;15,76
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,13;2,97;15,71
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,13;3;15,76
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,13;3;15,75
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,13;3,01;15,73
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,13;3,02;15,72
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,14;3,05;15,85
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,13;3,07;16,02
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,13;3,1;16,13
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,14;3,16;16,38
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,13;3,17;16,4
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,14;3,21;16,55
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,13;3,24;16,75
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,13;3,24;16,66
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,13;3,26;16,69
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,08;3,36;17,22
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021*";0,08;3,34;17,25
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022*";0,1;3,35;17,39
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023*";0,11;3,36;17,48
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"1999*";0,27;4,61;28,74
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2000*";0,27;4,62;28,74
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2001*";0,27;4,65;28,7
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2002*";0,26;4,65;28,65
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2003*";0,28;4,72;29,06
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2004*";0,27;4,72;29,23
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2005*";0,27;4,77;29,33
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2006*";0,27;4,79;29,28
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2007*";0,27;4,84;29,53
