"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per jaar/Verplaatsingen (aantal)";"Gemiddeld per persoon per jaar/Afstand (reizigerskilometers)";"Gemiddeld per persoon per jaar/Reisduur (uren)"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     214";"    2777";"    97.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      69";"     542";"    69.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      73";"     583";"    77.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Toeren, wandelen";"Waarde";"2020";"Nederland";"     125";"     871";"   121.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     148";"    1009";"   147.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Toeren, wandelen";"Waarde";"2022";"Nederland";"     124";"     756";"   112.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Toeren, wandelen";"Waarde";"2023";"Nederland";"     116";"     692";"   103.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Overige reismotieven";"Waarde";"2018";"Nederland";"     179";"    1475";"    47.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Overige reismotieven";"Waarde";"2019";"Nederland";"     176";"    1387";"    45.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Overige reismotieven";"Waarde";"2020";"Nederland";"     166";"    1350";"    42.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Overige reismotieven";"Waarde";"2021";"Nederland";"     168";"    1266";"    43.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Overige reismotieven";"Waarde";"2022";"Nederland";"     176";"    1356";"    46.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Overige reismotieven";"Waarde";"2023";"Nederland";"     173";"    1479";"    46.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2018";"Nederland";"    1281";"   13655";"   478.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2019";"Nederland";"    1257";"   12883";"   467.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2020";"Nederland";"    1114";"    9748";"   414.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2021";"Nederland";"    1151";"   10228";"   449.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2022";"Nederland";"    1232";"   11144";"   466.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2023";"Nederland";"    1243";"   11564";"   464.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2018";"Nederland";"     304";"    4010";"   121.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2019";"Nederland";"     271";"    3479";"   112.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2020";"Nederland";"     220";"    2623";"    81.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2021";"Nederland";"     221";"    2528";"    79.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2022";"Nederland";"     241";"    2898";"    97.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2023";"Nederland";"     240";"    2976";"    95.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      24";"     345";"    10.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      35";"     503";"    13.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      33";"     463";"    13.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      30";"     391";"    11.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      34";"     398";"    12.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"      29";"     359";"    11.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      38";"     344";"    11.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      44";"     366";"    12.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      33";"     309";"     9.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      38";"     279";"    10.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      40";"     266";"    10.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      40";"     315";"    11.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     276";"    1395";"    61.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     282";"    1592";"    65.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     285";"    1246";"    56.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     280";"    1204";"    57.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     274";"    1217";"    55.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     295";"    1571";"    66.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"      24";"     486";"    14.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"      21";"     473";"    11.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"      11";"     212";"     5.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"      12";"     217";"     6.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"      25";"     456";"    14.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"      18";"     358";"    11.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Visite, logeren";"Waarde";"2018";"Nederland";"     126";"    2832";"    60.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Visite, logeren";"Waarde";"2019";"Nederland";"     123";"    2242";"    55.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Visite, logeren";"Waarde";"2020";"Nederland";"      97";"    1468";"    36.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Visite, logeren";"Waarde";"2021";"Nederland";"     103";"    1810";"    45.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Visite, logeren";"Waarde";"2022";"Nederland";"     108";"    1886";"    46.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Visite, logeren";"Waarde";"2023";"Nederland";"     112";"    1890";"    46.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     191";"    2439";"    81.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     189";"    2333";"    78.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     122";"    1390";"    56.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     124";"    1600";"    60.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     175";"    1896";"    74.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     184";"    2090";"    76.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      82";"     552";"    71.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      77";"     540";"    71.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Toeren, wandelen";"Waarde";"2020";"Nederland";"     123";"     835";"   112.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     146";"    1003";"   136.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Toeren, wandelen";"Waarde";"2022";"Nederland";"     130";"     768";"   109.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Toeren, wandelen";"Waarde";"2023";"Nederland";"     120";"     675";"    98.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Overige reismotieven";"Waarde";"2018";"Nederland";"     216";"    1254";"    45.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Overige reismotieven";"Waarde";"2019";"Nederland";"     215";"    1355";"    46.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Overige reismotieven";"Waarde";"2020";"Nederland";"     188";"    1202";"    40.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Overige reismotieven";"Waarde";"2021";"Nederland";"     196";"    1197";"    42.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Overige reismotieven";"Waarde";"2022";"Nederland";"     206";"    1358";"    46.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Overige reismotieven";"Waarde";"2023";"Nederland";"     207";"    1330";"    46.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2018";"Nederland";"    1157";"   17048";"   521.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2019";"Nederland";"    1133";"   17106";"   520.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2020";"Nederland";"     990";"   11278";"   423.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2021";"Nederland";"    1037";"   11967";"   458.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2022";"Nederland";"    1093";"   13660";"   485.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2023";"Nederland";"    1121";"   14959";"   509.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2018";"Nederland";"     353";"    6862";"   185.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2019";"Nederland";"     326";"    6312";"   171.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2020";"Nederland";"     215";"    3790";"   103.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2021";"Nederland";"     215";"    3691";"    97.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2022";"Nederland";"     242";"    4482";"   120.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2023";"Nederland";"     263";"    5170";"   141.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      28";"     879";"    18.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      56";"    1687";"    35.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      28";"     602";"    13.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      29";"     598";"    12.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      36";"     852";"    19.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"      38";"     938";"    22.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      33";"     337";"    10.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      31";"     275";"     9.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      29";"     219";"     8.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      37";"     323";"    10.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      36";"     301";"    10.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      32";"     290";"    10.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     234";"    1413";"    58.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     226";"    1352";"    53.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     243";"    1208";"    51.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     236";"    1111";"    50.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     238";"    1320";"    55.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     233";"    1272";"    54.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"      15";"     320";"     8.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"      15";"     310";"     8.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"       5";"     131";"     3.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"       8";"     189";"     4.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"      11";"     240";"     6.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"      11";"     288";"     7.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Visite, logeren";"Waarde";"2018";"Nederland";"     109";"    2921";"    58.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Visite, logeren";"Waarde";"2019";"Nederland";"     103";"    2452";"    54.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Visite, logeren";"Waarde";"2020";"Nederland";"      94";"    1845";"    42.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Visite, logeren";"Waarde";"2021";"Nederland";"     103";"    2102";"    47.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Visite, logeren";"Waarde";"2022";"Nederland";"     106";"    2363";"    52.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Visite, logeren";"Waarde";"2023";"Nederland";"     104";"    2432";"    54.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     196";"    2467";"    87.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     194";"    2936";"    90.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     140";"    1600";"    66.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     136";"    1908";"    73.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     176";"    2287";"    85.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     195";"    2691";"    91.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      59";"     469";"    56.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      60";"     436";"    59.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Toeren, wandelen";"Waarde";"2020";"Nederland";"     111";"     716";"   100.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     131";"     858";"   123.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Toeren, wandelen";"Waarde";"2022";"Nederland";"     110";"     671";"    96.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Toeren, wandelen";"Waarde";"2023";"Nederland";"     104";"     593";"    89.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Overige reismotieven";"Waarde";"2018";"Nederland";"     130";"    1380";"    38.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Overige reismotieven";"Waarde";"2019";"Nederland";"     121";"    1345";"    38.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Overige reismotieven";"Waarde";"2020";"Nederland";"     126";"    1169";"    35.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Overige reismotieven";"Waarde";"2021";"Nederland";"     142";"    1187";"    38.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Overige reismotieven";"Waarde";"2022";"Nederland";"     140";"    1145";"    38.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Overige reismotieven";"Waarde";"2023";"Nederland";"     142";"    1285";"    39.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2018";"Nederland";"    1071";"    9778";"   430.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2019";"Nederland";"    1039";"    9781";"   422.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2020";"Nederland";"     842";"    6520";"   354.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2021";"Nederland";"     935";"    8010";"   427.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2022";"Nederland";"    1004";"    8319";"   416.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2023";"Nederland";"    1002";"    9083";"   428.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2018";"Nederland";"      69";"     588";"    25.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2019";"Nederland";"      56";"     521";"    20.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2020";"Nederland";"      46";"     273";"    13.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2021";"Nederland";"      54";"     411";"    17.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2022";"Nederland";"      57";"     437";"    19.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2023";"Nederland";"      55";"     425";"    19.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"       5";"       .";"     2.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      20";"     178";"     7.2"
